Category,Completed,Problem,Link,Difficulty,CompletedWithThisScript
Arrays & Hashing,True,Contains Duplicate,/problems/duplicate-integer,Easy,True
Arrays & Hashing,True,Valid Anagram,/problems/is-anagram,Easy,True
Arrays & Hashing,False,Concatenation of Array,https://leetcode.com/problems/concatenation-of-array/,Easy,True
Arrays & Hashing,False,Replace Elements With Greatest Element On Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/,Easy,False
Arrays & Hashing,False,Is Subsequence,https://leetcode.com/problems/is-subsequence/,Easy,False
Arrays & Hashing,False,Length of Last Word,https://leetcode.com/problems/length-of-last-word/,Easy,False
Arrays & Hashing,True,Two Sum,/problems/two-integer-sum,Easy,True
Arrays & Hashing,False,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/,Easy,False
Arrays & Hashing,True,Group Anagrams,/problems/anagram-groups,Medium,True
Arrays & Hashing,False,Pascals Triangle,https://leetcode.com/problems/pascals-triangle/,Easy,False
Arrays & Hashing,False,Remove Element,https://leetcode.com/problems/remove-element/,Easy,False
Arrays & Hashing,False,Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses/,Easy,False
Arrays & Hashing,False,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings/,Easy,False
Arrays & Hashing,False,Can Place Flowers,https://leetcode.com/problems/can-place-flowers/,Easy,False
Arrays & Hashing,False,Majority Element,https://leetcode.com/problems/majority-element/,Easy,False
Arrays & Hashing,False,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/,Easy,False
Arrays & Hashing,False,Find Pivot Index,https://leetcode.com/problems/find-pivot-index/,Easy,False
Arrays & Hashing,False,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable/,Easy,False
Arrays & Hashing,False,Find All Numbers Disappeared in An Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/,Easy,False
Arrays & Hashing,False,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons/,Easy,False
Arrays & Hashing,False,Word Pattern,https://leetcode.com/problems/word-pattern/,Easy,False
Arrays & Hashing,False,Design HashSet,https://leetcode.com/problems/design-hashset/,Easy,False
Arrays & Hashing,False,Design HashMap,https://leetcode.com/problems/design-hashmap/,Easy,False
Arrays & Hashing,False,Monotonic Array,https://leetcode.com/problems/monotonic-array,Easy,True
Arrays & Hashing,False,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,Easy,False
Arrays & Hashing,False,Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii,Easy,False
Arrays & Hashing,False,Find Words That Can Be Formed by Characters,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,Easy,False
Arrays & Hashing,False,Largest 3-Same-Digit Number in String,https://leetcode.com/problems/largest-3-same-digit-number-in-string,Easy,False
Arrays & Hashing,False,Destination City,https://leetcode.com/problems/destination-city,Easy,False
Arrays & Hashing,False,Maximum Product Difference Between Two,https://leetcode.com/problems/maximum-product-difference-between-two-pairs,Easy,False
Arrays & Hashing,False,Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string,Easy,False
Arrays & Hashing,False,Path Crossing,https://leetcode.com/problems/path-crossing,Easy,False
Arrays & Hashing,False,Minimum Changes To Make Alternating Binary String,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,Easy,False
Arrays & Hashing,False,Redistribute Characters to Make All Strings Equal,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal,Easy,False
Arrays & Hashing,False,Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,Easy,False
Arrays & Hashing,False,Set Mismatch,https://leetcode.com/problems/set-mismatch,Easy,False
Arrays & Hashing,False,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string,Easy,False
Arrays & Hashing,False,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,Easy,False
Arrays & Hashing,False,Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/,Easy,False
Arrays & Hashing,False,Time Needed to Buy Tickets,https://leetcode.com/problems/time-needed-to-buy-tickets,Easy,False
Arrays & Hashing,False,Special Array with X Elements Greater than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,Easy,False
Arrays & Hashing,False,Sort an Array,https://leetcode.com/problems/sort-an-array/,Medium,False
Arrays & Hashing,True,Top K Frequent Elements,/problems/top-k-elements-in-list,Medium,True
Arrays & Hashing,True,Encode and Decode Strings,/problems/string-encode-and-decode,Medium,True
Arrays & Hashing,True,Product of Array Except Self,/problems/products-of-array-discluding-self,Medium,True
Arrays & Hashing,True,Valid Sudoku,/problems/valid-sudoku,Medium,True
Arrays & Hashing,True,Longest Consecutive Sequence,/problems/longest-consecutive-sequence,Medium,True
Arrays & Hashing,False,Sort Colors,https://leetcode.com/problems/sort-colors/,Medium,False
Arrays & Hashing,False,Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl/,Medium,False
Arrays & Hashing,False,Brick Wall,https://leetcode.com/problems/brick-wall/,Medium,False
Arrays & Hashing,False,Best Time to Buy And Sell Stock II,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,Medium,False
Arrays & Hashing,False,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/,Medium,False
Arrays & Hashing,False,Unique Length 3 Palindromic Subsequences,https://leetcode.com/problems/unique-length-3-palindromic-subsequences/,Medium,False
Arrays & Hashing,False,Minimum Number of Swaps to Make The String Balanced,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced/,Medium,False
Arrays & Hashing,False,Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/,Medium,False
Arrays & Hashing,False,Maximum Product of The Length of Two Palindromic Subsequences,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/,Medium,False
Arrays & Hashing,False,Grid Game,https://leetcode.com/problems/grid-game/,Medium,False
Arrays & Hashing,False,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/,Medium,False
Arrays & Hashing,False,Find The Index of The First Occurrence in a String,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,Easy,False
Arrays & Hashing,False,Wiggle Sort,/problems/https:/www.lintcode.com/problem/508,Medium,False
Arrays & Hashing,False,Largest Number,https://leetcode.com/problems/largest-number/,Medium,False
Arrays & Hashing,False,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/,Medium,False
Arrays & Hashing,False,Push Dominoes,https://leetcode.com/problems/push-dominoes/,Medium,True
Arrays & Hashing,False,Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences/,Medium,False
Arrays & Hashing,False,Insert Delete Get Random O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/,Medium,False
Arrays & Hashing,False,Check if a String Contains all Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,Medium,False
Arrays & Hashing,False,Range Sum Query 2D Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable/,Medium,False
Arrays & Hashing,False,Non Decreasing Array,https://leetcode.com/problems/non-decreasing-array/,Medium,False
Arrays & Hashing,False,First Missing Positive,https://leetcode.com/problems/first-missing-positive/,Hard,False
Arrays & Hashing,False,Sign of An Array,https://leetcode.com/problems/sign-of-the-product-of-an-array/,Easy,False
Arrays & Hashing,False,Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays/,Easy,False
Arrays & Hashing,False,Design Parking System,https://leetcode.com/problems/design-parking-system/,Easy,False
Arrays & Hashing,False,Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/,Medium,False
Arrays & Hashing,False,Optimal Partition of String,https://leetcode.com/problems/optimal-partition-of-string/,Medium,False
Arrays & Hashing,False,Design Underground System,https://leetcode.com/problems/design-underground-system/,Medium,False
Arrays & Hashing,False,Minimum Penalty for a Shop,https://leetcode.com/problems/minimum-penalty-for-a-shop/,Medium,False
Arrays & Hashing,False,Champagne Tower,https://leetcode.com/problems/champagne-tower,Medium,False
Arrays & Hashing,False,Majority Element II,https://leetcode.com/problems/majority-element-ii,Medium,True
Arrays & Hashing,False,Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,Medium,False
Arrays & Hashing,False,Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system,Medium,False
Arrays & Hashing,False,Convert an Array Into a 2D Array With Conditions,https://leetcode.com/problems/convert-an-array-into-a-2d-array-with-conditions,Medium,False
Arrays & Hashing,False,Minimum Numbers of Operations to Make Array Empty,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty,Medium,False
Arrays & Hashing,False,Divide Array Into Arrays With Max Difference,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,Medium,False
Arrays & Hashing,False,Sequential Digits,https://leetcode.com/problems/sequential-digits,Medium,False
Arrays & Hashing,False,Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency,Medium,False
Arrays & Hashing,False,Find Polygon with the Largest Perimeter,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter,Medium,False
Arrays & Hashing,False,Minimum Remove to Make Valid Parentheses,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,Medium,False
Arrays & Hashing,False,Contiguous Array,https://leetcode.com/problems/contiguous-array,Medium,False
Arrays & Hashing,False,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array,Medium,False
Arrays & Hashing,False,Text Justification,https://leetcode.com/problems/text-justification/,Hard,False
Arrays & Hashing,False,Naming a Company,https://leetcode.com/problems/naming-a-company/,Hard,False
Arrays & Hashing,False,Number of Submatrices that Sum to Target,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,Hard,False
Two Pointers,True,Valid Palindrome,/problems/is-palindrome,Easy,True
Two Pointers,False,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii/,Easy,False
Two Pointers,False,Minimum Difference Between Highest And Lowest of K Scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/,Easy,False
Two Pointers,False,Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately/,Easy,False
Two Pointers,False,Reverse String,https://leetcode.com/problems/reverse-string/,Easy,False
Two Pointers,False,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/,Easy,False
Two Pointers,False,Move Zeroes,https://leetcode.com/problems/move-zeroes/,Easy,False
Two Pointers,False,Remove Duplicates From Sorted Array,https://leetcode.com/problems/remove-duplicates-from-sorted-array/,Easy,False
Two Pointers,False,Assign Cookies,https://leetcode.com/problems/assign-cookies,Easy,False
Two Pointers,False,Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array,Easy,False
Two Pointers,False,Sort Array by Parity,https://leetcode.com/problems/sort-array-by-parity,Easy,False
Two Pointers,False,Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii,Easy,False
Two Pointers,False,Backspace String Compare,https://leetcode.com/problems/backspace-string-compare,Easy,False
Two Pointers,False,Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,Easy,False
Two Pointers,False,Remove Duplicates From Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/,Medium,False
Two Pointers,True,Two Sum II Input Array Is Sorted,/problems/two-integer-sum-ii,Medium,True
Two Pointers,True,3Sum,/problems/three-integer-sum,Medium,True
Two Pointers,False,4Sum,https://leetcode.com/problems/4sum/,Medium,False
Two Pointers,True,Container With Most Water,/problems/max-water-container,Medium,True
Two Pointers,False,Number of Subsequences That Satisfy The Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/,Medium,False
Two Pointers,False,Rotate Array,https://leetcode.com/problems/rotate-array/,Medium,False
Two Pointers,False,Array With Elements Not Equal to Average of Neighbors,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors/,Medium,False
Two Pointers,False,Boats to Save People,https://leetcode.com/problems/boats-to-save-people/,Medium,False
Two Pointers,False,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar,Medium,False
Two Pointers,False,Minimum Time To Make Rope Colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful,Medium,False
Two Pointers,False,Rearrange Array Elements by Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign,Medium,False
Two Pointers,False,Bag of Tokens,https://leetcode.com/problems/bag-of-tokens,Medium,False
Two Pointers,False,Minimum Length of String after Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,Medium,False
Two Pointers,False,Trapping Rain Water,/problems/trapping-rain-water,Hard,False
Sliding Window,True,Best Time to Buy And Sell Stock,/problems/buy-and-sell-crypto,Easy,True
Sliding Window,False,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii/,Easy,False
Sliding Window,False,Number of Sub Arrays of Size K and Avg Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,Medium,False
Sliding Window,True,Longest Substring Without Repeating Characters,/problems/longest-substring-without-duplicates,Medium,True
Sliding Window,True,Longest Repeating Character Replacement,/problems/longest-repeating-substring-with-replacement,Medium,True
Sliding Window,True,Permutation In String,/problems/permutation-string,Medium,True
Sliding Window,False,Frequency of The Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,Medium,False
Sliding Window,False,Fruits into Basket,https://leetcode.com/problems/fruit-into-baskets/,Medium,False
Sliding Window,False,Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,Medium,False
Sliding Window,False,Minimum Number of Flips to Make The Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/,Medium,False
Sliding Window,False,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,Medium,False
Sliding Window,False,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,Medium,False
Sliding Window,False,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,Medium,False
Sliding Window,False,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,Medium,False
Sliding Window,False,Binary Subarrays with Sum,https://leetcode.com/problems/binary-subarrays-with-sum,Medium,False
Sliding Window,False,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,Medium,False
Sliding Window,False,Length of Longest Subarray With at Most K Frequency,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency,Medium,False
Sliding Window,False,Count Subarrays Where Max Element Appears at Least K Times,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,Medium,False
Sliding Window,False,Minimum Window Substring,/problems/minimum-window-with-characters,Hard,False
Sliding Window,False,Sliding Window Maximum,/problems/sliding-window-maximum,Hard,False
Sliding Window,False,Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers,Hard,False
Sliding Window,False,Minimum Number of Operations to Make Array Continuous,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous,Hard,False
Stack,True,Valid Parentheses,/problems/validate-parentheses,Easy,True
Stack,False,Baseball Game,https://leetcode.com/problems/baseball-game/,Easy,False
Stack,False,Implement Stack Using Queues,https://leetcode.com/problems/implement-stack-using-queues/,Easy,False
Stack,False,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,Easy,False
Stack,False,Make The String Great,https://leetcode.com/problems/make-the-string-great,Easy,False
Stack,True,Min Stack,/problems/minimum-stack,Medium,True
Stack,True,Evaluate Reverse Polish Notation,/problems/evaluate-reverse-polish-notation,Medium,True
Stack,False,Removing Stars From a String,https://leetcode.com/problems/removing-stars-from-a-string/,Medium,False
Stack,False,Validate Stack Sequences,https://leetcode.com/problems/validate-stack-sequences/,Medium,False
Stack,True,Generate Parentheses,/problems/generate-parentheses,Medium,True
Stack,False,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/,Medium,False
Stack,True,Daily Temperatures,/problems/daily-temperatures,Medium,True
Stack,False,Online Stock Span,https://leetcode.com/problems/online-stock-span/,Medium,False
Stack,True,Car Fleet,/problems/car-fleet,Medium,True
Stack,False,Simplify Path,https://leetcode.com/problems/simplify-path/,Medium,False
Stack,False,Decode String,https://leetcode.com/problems/decode-string/,Medium,False
Stack,False,Remove K Digits,https://leetcode.com/problems/remove-k-digits/,Medium,False
Stack,False,Remove All Adjacent Duplicates In String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,Medium,False
Stack,False,132 Pattern,https://leetcode.com/problems/132-pattern/,Medium,False
Stack,False,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,Medium,False
Stack,False,Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums,Medium,False
Stack,False,Maximum Frequency Stack,https://leetcode.com/problems/maximum-frequency-stack/,Hard,False
Stack,False,Largest Rectangle In Histogram,/problems/largest-rectangle-in-histogram,Hard,False
Binary Search,True,Binary Search,/problems/binary-search,Easy,True
Binary Search,False,Search Insert Position,https://leetcode.com/problems/search-insert-position/,Easy,False
Binary Search,False,Guess Number Higher Or Lower,https://leetcode.com/problems/guess-number-higher-or-lower/,Easy,False
Binary Search,False,Arranging Coins,https://leetcode.com/problems/arranging-coins/,Easy,False
Binary Search,False,Squares of a Sorted Array,https://leetcode.com/problems/squares-of-a-sorted-array/,Easy,False
Binary Search,False,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square/,Easy,False
Binary Search,False,Sqrt(x),https://leetcode.com/problems/sqrtx/,Easy,False
Binary Search,False,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/,Medium,False
Binary Search,False,Capacity to Ship Packages,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,Medium,False
Binary Search,False,Find Peak Element,https://leetcode.com/problems/find-peak-element/,Medium,False
Binary Search,False,Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/,Medium,False
Binary Search,True,Search a 2D Matrix,/problems/search-2d-matrix,Medium,True
Binary Search,True,Koko Eating Bananas,/problems/eating-bananas,Medium,True
Binary Search,False,Minimize the Maximum Difference of Pairs,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,Medium,False
Binary Search,True,Find Minimum In Rotated Sorted Array,/problems/find-minimum-in-rotated-sorted-array,Medium,True
Binary Search,True,Search In Rotated Sorted Array,/problems/find-target-in-rotated-sorted-array,Medium,True
Binary Search,False,Search In Rotated Sorted Array II,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,Medium,False
